cnpj,cnpj_basico,matriz_filial,nome_fantasia,razao_social,situacao_cadastral,situacao,data_situacao,data_inicio,ano_inicio,cnae_principal,cnae_descricao,cnae_secundaria,logradouro,numero,bairro,cep,municipio_codigo,municipio,uf,motivo_situacao,natureza_juridica,natureza_juridica_desc,capital_social,porte_codigo,porte,mei,optante_simples
02433820000100,02433820,Matriz,LA DOCE VITA,PIZZARIA E LANCHONETE LA DOLCE VITA LTDA,02,Ativa,2005-11-03,1998-03-26,1998,5611201,Restaurantes e similares,,JOAO PAULO ABLAS,1644,JARDIM DA GLORIA,06711250,6361,COTIA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02434571000160,02434571,Matriz,DESING VEICULOS,FABIANO AGENOR MARCOLINO & CIA LTDA,02,Ativa,2025-01-05,1998-03-24,1998,5611201,Restaurantes e similares,,JOAO VIANA SEILER,26,PAROLIN,80220270,7535,CURITIBA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02434871000149,02434871,Matriz,,LUIS DE OLIVEIRA RIBEIRAO PRETO,02,Ativa,2004-12-11,1998-02-11,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ONZE DE AGOSTO,770,CAMPOS ELISEOS,14085030,6969,RIBEIRAO PRETO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02434943000158,02434943,Matriz,CASA DE MASSAS DA NORMA,CASA DE MASSAS DA NORMA LTDA,02,Ativa,2004-01-23,1998-03-18,1998,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,,SANTA CRUZ,320,CENTRO,13300073,6579,ITU,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02435054000105,02435054,Matriz,QUIOSQUE FIQUE FRIO,JOSE AUGUSTO FERREIRA DA CUNHA,02,Ativa,2005-11-03,1998-03-26,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BALTAZAR GOES,01,CENTRO,49010000,3105,ARACAJU,SE,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02435144000104,02435144,Matriz,,GUEDES ROGERIO AIRES LEAL,02,Ativa,2005-11-03,1998-02-27,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GAL OSORIO,802,CENTRO,96020000,8791,PELOTAS,RS,SEM MOTIVO,2135,Empresário (Individual),"5000,00",01,Microempresa,MEI,Sim
02435358000172,02435358,Matriz,PETRY & CIA,PETRY & CIA LTDA,02,Ativa,2005-11-03,1998-03-20,1998,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","7721700,8230002,9329801,5223100,9003500,5611203,5611201,8230001",SC 281,4000,SERTAO DO IMARUI,88122001,8327,SAO JOSE,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"60000,00",03,Empresa de pequeno porte,Não MEI,Não
02435569000105,02435569,Matriz,,PAULO HENRIQUE DAUFEMBACH,02,Ativa,2005-11-03,1998-02-05,1998,5611201,Restaurantes e similares,,LUIS GAMA,682,CAMBUCI,01519010,7107,SAO PAULO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02435680000100,02435680,Matriz,,PARADA DO PAO LTDA,02,Ativa,2001-06-09,1998-02-27,1998,4721102,Padaria e confeitaria com predominância de revenda,,ALCIDES ARGUEDAS,96,CIDADE JULIA,04421040,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",01,Microempresa,Não MEI,Sim
02435791000108,02435791,Matriz,PIZZA EXPRESS LATINHA,MAURO SIBEMBERG MIQUELARENA,02,Ativa,2006-03-08,1997-11-13,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611204,MANOEL BORBA GATO,295,QUINTAO,95548000,8967,PALMARES DO SUL,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02435971000190,02435971,Matriz,LANCHONETE E CONVENIENCIA GAVIOLI,BAR E LANCHES NEREIDE LTDA,02,Ativa,2000-12-23,1998-03-27,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MARTIM FRANCISCO,425,VILA ALTO DE SANTO ANDRE,09230700,7057,SANTO ANDRE,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
02436112000115,02436112,Matriz,,COMERCIO DE SALGADOS LOPES & SOZINHO LTDA,02,Ativa,2005-11-03,1998-03-13,1998,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5611203,CORONEL JOAO ANTONIO PEREIRA,8,CENTRO,36800000,4265,CARANGOLA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02436395000103,02436395,Matriz,CHINA IN BOX,PRISMA COMERCIO DE ALIMENTOS LTDA,02,Ativa,2004-07-24,1998-03-01,1998,5611201,Restaurantes e similares,5620101,BRAZ DE AGUIAR,68,NAZARE,66035000,0427,BELEM,PA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Sim
02436404000158,02436404,Matriz,,IVONE TOMOE ABE TANAKA,02,Ativa,2005-11-03,1998-02-16,1998,5611201,Restaurantes e similares,,SABURO CHIBA,473,QUATRO BOCAS,68680000,0559,TOME-ACU,PA,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02436404000239,02436404,Filial,RESTAURANTE KARIN,IVONE TOMOE ABE TANAKA,02,Ativa,2013-11-11,2013-11-11,2013,5611201,Restaurantes e similares,5611204,PRESIDENTE VARGAS,S/N,CENTRO,68685970,0579,CONCORDIA DO PARA,PA,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02436643000108,02436643,Matriz,SUASSUNA RECEPCOES,ADRIANA CRISTINA DA SILVA RAMOS,02,Ativa,2023-03-07,1998-03-13,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611201,5611204",MANOEL BORBA,595,SOLEDADE,50070045,2531,RECIFE,PE,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02436782000131,02436782,Matriz,CHAPLIN BAR,MG SANDUICHERIA LTDA,02,Ativa,2005-06-11,1998-03-17,1998,5611201,Restaurantes e similares,"4520005,4530704,4729699",ATLANTICA,2200,CENTRO,88330015,8039,BALNEARIO CAMBORIU,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Não
02436810000110,02436810,Matriz,*********,BAITA - KOLI LANCHES LTDA,02,Ativa,2004-10-09,1998-03-11,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",5620104,PRESIDENTE VARGAS,1142,CENTRO,87540000,7969,PEROLA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",01,Microempresa,Não MEI,Sim
02437031000130,02437031,Matriz,,NONNA BUFFET E ALIMENTACAO LTDA,02,Ativa,2000-12-23,1998-03-04,1998,5611201,Restaurantes e similares,"4729602,5611203,5620102",MINISTRO GABRIEL PASSOS,315,CENTRO,36307330,5249,SAO JOAO DEL REI,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
02437031000210,02437031,Filial,,NONNA BUFFET E ALIMENTACAO LTDA,02,Ativa,2022-03-21,2022-03-21,2022,5611201,Restaurantes e similares,"4729602,5611203,5620102",JOSE CAETANO CARVALHO,2199,CENTRO,36307251,5249,SAO JOAO DEL REI,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
02437544000140,02437544,Matriz,,JULIO CESAR CAETANO,02,Ativa,2004-09-11,1998-03-09,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DOS LIRIOS,345,JARDIM CALIFORNIA,15910000,6727,MONTE ALTO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02438016000106,02438016,Matriz,,LANCHONETE E RESTAURANTE TRADICAO DO MORUMBI LTDA,02,Ativa,2005-11-03,1998-03-27,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares","4712100,4729699,5611201,5611204",HENRI DUNANT,835,SANTO AMARO,04709111,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Sim
02438137000158,02438137,Matriz,,SHIRLEY IRMER SOARES DE OLIVIERIA - LANCHONETE,02,Ativa,2026-06-03,1998-01-01,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,TIRADENTES,1411,SHANGRI-LA A,86070545,7667,LONDRINA,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02438245000120,02438245,Matriz,,CLEUSA APARECIDA CARVALHO FONTES,02,Ativa,2005-11-03,1998-03-17,1998,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,,CARLOS DE SOUSA CASTRO,267,GUARICANA,11920000,6507,IGUAPE,SP,SEM MOTIVO,2135,Empresário (Individual),"500,00",01,Microempresa,MEI,Sim
02438359000170,02438359,Matriz,,DORACI MARQUES VICENTE,02,Ativa,2005-11-03,1997-09-23,1997,5611201,Restaurantes e similares,,ALZIRA TORRES,458,LAVA PES,38900000,4101,BAMBUI,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02438960000163,02438960,Matriz,,JACQUELINE DE C. W. TEIXEIRA & CIA LTDA,02,Ativa,2005-11-03,1997-11-24,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DAS FLORES,1203,JD. BELA VISTA III,84145000,0844,CARAMBEI,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02438977000110,02438977,Matriz,BOLOS DUBOM,BOLOS DUBOM LTDA,02,Ativa,2005-11-03,1998-03-24,1998,4721102,Padaria e confeitaria com predominância de revenda,,QUITO,368,BOA VISTA,38072240,5401,UBERABA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02438998000136,02438998,Matriz,,JMD BAR E LANCHONETE LTDA,02,Ativa,2005-11-03,1998-03-27,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611204,ENGENHEIRO UDO DEEKE,1546,SALTO DO NORTE,89065101,8047,BLUMENAU,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Não
02439161000101,02439161,Matriz,PANIFICADORA E CONFEITARIA FRUTOS DO TRIGO,MOURA'S PANIFICADORA E CONFEITARIA LTDA,02,Ativa,2004-05-22,1998-03-30,1998,4721102,Padaria e confeitaria com predominância de revenda,1091102,QR 317 CONJUNTO A LOTE,28,SANTA MARIA,72501100,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
02439298000166,02439298,Matriz,,HOCHI RESTAURANTE LTDA,02,Ativa,2005-11-03,1998-03-30,1998,5611201,Restaurantes e similares,,N.SENHORA DO SABARA,510,SANTO AMARO,04686000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",01,Microempresa,Não MEI,Sim
02439595000101,02439595,Matriz,PANIFICADORA FRANCA,PANIFICADORA PAIS & FILHOS LTDA,02,Ativa,2005-11-03,1998-03-25,1998,4721102,Padaria e confeitaria com predominância de revenda,4712100,VEREADOR MARCIANO DA SILVA MENEZES,S/N,GRACA,45400000,3957,VALENCA,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"25000,00",01,Microempresa,Não MEI,Sim
02439836000112,02439836,Matriz,PESQUEIRO ZE MINEIRO,JOSE CARVALHO DE SOUZA,02,Ativa,2005-11-03,1998-03-23,1998,5611201,Restaurantes e similares,"0322101,4723700,5510801,5611203",VIC. NOVA ALIANCA A POTIRENDABA,S/N,ZONA RURAL,15210000,6757,NOVA ALIANCA,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
02439972000102,02439972,Matriz,LANCHONETE E SORVETERIA 'TAZ MANIA',MARIA HELENA CLAUDIO SIQUEIRA,02,Ativa,2005-11-03,1998-01-27,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,QUINZE DE NOVEMBRO,565,CENTRO,13350000,6399,ELIAS FAUSTO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02440106000212,02440106,Filial,LIRA'S LANCHES,LIRAMARKES BATISTA DE FREITAS LTDA,02,Ativa,2010-03-31,2010-03-31,2010,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOSE HIPOLITO,589,MESSEJANA,60871170,1389,FORTALEZA,CE,SEM MOTIVO,2062,Sociedade Empresária Limitada,"101000,00",01,Microempresa,Não MEI,Sim
02440533000110,02440533,Matriz,LANCHERIA FERRAREZE,JURALDETE FERRAREZE,02,Ativa,2005-11-03,1998-02-16,1998,5611201,Restaurantes e similares,,RS 122,SN,BELA VISTA,95765000,9823,BOM PRINCIPIO,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02440621000111,02440621,Matriz,,SUSHI-TEN LTDA,02,Ativa,2005-11-03,1998-03-27,1998,5611201,Restaurantes e similares,5620101,GUATEMALA,287,CARIRU,35160103,4625,IPATINGA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"3000,00",01,Microempresa,Não MEI,Sim
02440875000130,02440875,Matriz,,ALDA LUCIA GOBBI,02,Ativa,2002-08-10,1998-02-27,1998,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","4712100,9329899,4781400",LAVA PES,2987,VL OPERARIA,99010000,8785,PASSO FUNDO,RS,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,MEI,Sim
02440930000191,02440930,Matriz,,M. C. STANCATO,02,Ativa,2005-11-03,1998-03-06,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CABO JOAO DOS SANTOS,370,RIBEIRAO,13904025,6137,AMPARO,SP,SEM MOTIVO,2135,Empresário (Individual),"5000,00",01,Microempresa,Não MEI,Sim
02441000000152,02441000,Matriz,PIZZARIA KOMA BEM I,NELSON MACHUCA,02,Ativa,2000-12-23,1998-03-17,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PRESIDENTE TANCREDO NEVES,53,CENTRO,37800000,4573,GUAXUPE,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02441303000175,02441303,Matriz,BAR DO BARBA,DIVALDIR PINTO RIBEIRO,02,Ativa,2005-11-03,1998-03-27,1998,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,BERNARDINO JOSE DE BARROS,367,JARDIM MARIA DO CARMO,18081150,7145,SOROCABA,SP,SEM MOTIVO,2135,Empresário (Individual),"5000,00",01,Microempresa,Não MEI,Não
02441439000185,02441439,Matriz,CHURRASCARIA SCALABRIN,NELSIR SCALABRIN LTDA,02,Ativa,2005-11-03,1998-03-02,1998,5611201,Restaurantes e similares,"5611203,5620104",GREGORIO GAIOVICZ,30,CENTRO,85615000,7695,MARMELEIRO,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",01,Microempresa,Não MEI,Sim
02441524000143,02441524,Matriz,LANCHONETE BELEM,ROSILENE LEAL CRUZ,02,Ativa,2005-11-03,1998-01-13,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,BR 135 KM 218,S/N,POV. LIVRAMENTO,65418000,0210,PERITORO,MA,SEM MOTIVO,2135,Empresário (Individual),"60000,00",01,Microempresa,Não MEI,Não
02441524000305,02441524,Filial,XXXXXXX,ROSILENE LEAL CRUZ,02,Ativa,2013-08-16,2013-08-16,2013,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,DA AMIZADE,210,CENTRO,65418000,0210,PERITORO,MA,SEM MOTIVO,2135,Empresário (Individual),"60000,00",01,Microempresa,Não MEI,Não
02441614000134,02441614,Matriz,PONTO DO PAO,PONTO DO PAO LTDA,02,Ativa,2005-10-14,1998-03-23,1998,4721102,Padaria e confeitaria com predominância de revenda,5611203,NEWTON DELGADO,90,JOSE CARLOS,37701116,5035,POCOS DE CALDAS,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
02441662000122,02441662,Matriz,,BAR DO RAFFAELE LTDA,02,Ativa,2001-05-26,1998-03-12,1998,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,PAULO CHIARADIA,32,SAO VICENTE,37502028,4647,ITAJUBA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",03,Empresa de pequeno porte,Não MEI,Sim
02441923000104,02441923,Matriz,,VENDA NOVA FAST FOOD LTDA,02,Ativa,2020-01-07,1998-03-17,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,VILARINHO,1300,SAO PEDRO/VENDA NOVA,31615250,4123,BELO HORIZONTE,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Não
02442459000170,02442459,Matriz,KENZAI RESTAURANTE,RESTAURANTE KAIZEN GAISHA LTDA,02,Ativa,2005-11-03,1997-10-20,1997,5611201,Restaurantes e similares,"4729699,5611203",CARLOS DE LAET,25,JARDIM SAO PAULO(ZONA NORTE),02041000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"120000,00",01,Microempresa,Não MEI,Sim
02442471000185,02442471,Matriz,PEDRINHO LANCHES,ADRIANO DE SOUZA,02,Ativa,2005-11-03,1998-03-20,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MINAS GERAIS,1105,CENTRO,15801280,6323,CATANDUVA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02442746000180,02442746,Matriz,TUTTI,E M DE OLIVEIRA S LTDA,02,Ativa,2005-11-03,1998-03-17,1998,4721102,Padaria e confeitaria com predominância de revenda,"1091102,4631100,4639701,4691500,4712100,4721103,4723700,4772500,5620101,5620102,6810202",EDUARDO RIBEIRO,2122,CENTRO,69100081,0241,ITACOATIARA,AM,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",01,Microempresa,Não MEI,Não
02442898000183,02442898,Matriz,,S. A. GOMES BERBAT LTDA,02,Ativa,2021-04-22,1998-03-16,1998,5611201,Restaurantes e similares,"4712100,4729699,5510802,5611203",PREFEITO ARISTEU FERREIRA DA SILVA,1551,GRANJA DOS CAVALEIROS,27930070,5847,MACAE,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"60000,00",01,Microempresa,Não MEI,Sim
02442921000130,02442921,Matriz,PADARIA TALENTU' S,C.M. LEANDRO & CIA LTDA,02,Ativa,2002-12-07,1998-03-09,1998,4721102,Padaria e confeitaria com predominância de revenda,1091102,GERAL PONTA DAS LARANJEIRAS,S/N,PONTA DAS LARANJEIRAS,88798000,1194,PESCARIA BRAVA,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02443037000110,02443037,Matriz,SUPERMERCADO BOM PRECO,U. VIEIRA DOS PASSOS LTDA,02,Ativa,2025-08-13,1998-03-25,1998,4721102,Padaria e confeitaria com predominância de revenda,"1091102,5620104",AGATAS,550,TANCREDO NEVES,69087049,0255,MANAUS,AM,SEM MOTIVO,2062,Sociedade Empresária Limitada,"2000000,00",01,Microempresa,Não MEI,Não
02443093000154,02443093,Matriz,,ELISE MARA DOS SANTOS RAMOS LANCHONETE,02,Ativa,2005-11-03,1998-03-20,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SENADOR VERGUEIRO,2313,VILA TEREZA,09601000,7075,SAO BERNARDO DO CAMPO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02443393000133,02443393,Matriz,,JOAQUIM PINHEIRO DE AZEVEDO SAO VICENTE,02,Ativa,2005-11-03,1998-03-31,1998,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4712100,ALAMEDA 2,40,PQ. CONTINENTAL,11348000,7121,SAO VICENTE,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
02443417000154,02443417,Matriz,,LANCHONETE TIA LU DE OURINHOS LTDA,02,Ativa,2005-11-03,1998-03-10,1998,5611201,Restaurantes e similares,"4772500,5611203,5611205,5620102",DOUTOR ARLINDO LUZ,56,CENTRO,19900010,6795,OURINHOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02443523000138,02443523,Matriz,FREITAS LANCHES,JANE REGINA DE FREITAS CRISPIM VIEIRA,02,Ativa,2005-11-03,1998-03-31,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",4713002,"CLAUDIO MANOEL DA COSTA, N* 396 E",398,VILA BOA VISTA,18030200,7145,SOROCABA,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
02443628000197,02443628,Matriz,F L FERNANDES & LOPES COMERCIAL,F L FERNANDES & LOPES COMERCIAL LTDA,02,Ativa,2005-07-16,1998-03-24,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares","4724500,4712100,4721102,4722901",PATURI,200,VILA GEA,04691100,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Não
02444010000141,02444010,Matriz,DA NONA,PEDRO MINUZZI,02,Ativa,2005-11-03,1998-02-19,1998,5611201,Restaurantes e similares,,TAMANDARE,2392,CENTRO,97573502,8845,SANTANA DO LIVRAMENTO,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02444041000100,02444041,Matriz,SKAY BAR E LANCHONETE,HOTEL SKAY LTDA,02,Ativa,2005-11-03,1997-08-29,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5510801,MANOEL FLORENTINO MACHADO,737,CENTRO,88780000,8143,IMBITUBA,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Não
02444062000118,02444062,Matriz,BAR E LANCHONETE CANTO DO UIRAPURU,BAR E LANCHONETE CANTO DO UIRAPURU LTDA,02,Ativa,2006-10-30,1998-04-01,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",9329803,SHCES 1501 BLOCO H,S/N,CRUZEIRO NOVO,70658518,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02444078000120,02444078,Matriz,VALE DO MOXUARA,VALE DO MOXUARA TURISMO RURAL LTDA,02,Ativa,2005-08-27,1998-03-31,1998,5611201,Restaurantes e similares,"0122900,0312401,4721103,4721104,4722901,4724500,4729699,4754701,4759899,4763601,4789099,5510801,5611203,7990200,8230002,9001999,9329899",ESTRADA WILSON MANOEL DE FREITAS - FAZENDA ESTANCIA DO VALE,S/N,AREA RURAL DE CARIACICA - ROCAS VELHAS,29159899,5625,CARIACICA,ES,SEM MOTIVO,2062,Sociedade Empresária Limitada,"600000,00",03,Empresa de pequeno porte,Não MEI,Sim
02444127000125,02444127,Matriz,PAO EXPRESS,PANIFICADORA TRIGANA LTDA,02,Ativa,2005-11-03,1998-03-18,1998,4721102,Padaria e confeitaria com predominância de revenda,"4712100,5611203",DIANA,460,ANA LUCIA,34710210,5133,SABARA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02444239000186,02444239,Matriz,BARRACAO CHOPP BAR,PAULO SERGIO MONTEIRO ITAPUI,02,Ativa,2024-01-04,1998-03-13,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,RUI BARBOSA,76,CENTRO,17230000,6559,ITAPUI,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02444442000152,02444442,Matriz,LANCHONETE E RESTAURANTE SANTA GEMA,LANCHONETE E RESTAURANTE SANTA GEMA LTDA,02,Ativa,2005-11-03,1998-03-24,1998,5611201,Restaurantes e similares,"4721104,4772500,4782201,5223100,5611203,5611204",GOVERNADOR MARIO COVAS,SN,SAFRA,29316378,5623,CACHOEIRO DE ITAPEMIRIM,ES,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",05,Demais,Não MEI,Não
02444473000103,02444473,Matriz,SORVETERIA & PIZZARIA D - FAT,MARIA DE FATIMA RIBEIRO ANGATUBA,02,Ativa,2005-11-03,1998-03-03,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,IRMAOS ABDELNUR,833,CENTRO,18240000,6143,ANGATUBA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02444508000104,02444508,Matriz,RESTAURANTE MESTRE PEREIRA,ORGANIZACAO MESTRE PEREIRA LTDA,02,Ativa,2022-04-18,1997-11-17,1997,5611201,Restaurantes e similares,"5620104,5620101,5620102",ALVARO MAIA,307,SAO GERALDO,69053350,0255,MANAUS,AM,SEM MOTIVO,2062,Sociedade Empresária Limitada,"150000,00",01,Microempresa,Não MEI,Não
02444918000155,02444918,Matriz,O PONTO RESTAURANTE,RESTAURANTE NOVO SABOR LTDA,02,Ativa,2024-01-17,1998-03-11,1998,5611201,Restaurantes e similares,"4712100,5611203,5611204,5620104",GRAO PARA,520,SANTA EFIGENIA,30150341,4123,BELO HORIZONTE,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",01,Microempresa,Não MEI,Sim
02444996000150,02444996,Matriz,,C. A. DA S. CARDOSO,02,Ativa,2005-11-03,1998-03-20,1998,5611201,Restaurantes e similares,"1091102,5620102,8121400,8011101,3811400",FARIA NETO,2267,CENTRO,69151320,0269,PARINTINS,AM,SEM MOTIVO,2135,Empresário (Individual),"80000,00",03,Empresa de pequeno porte,Não MEI,Não
02445098000116,02445098,Matriz,SABOR NATURAL,LUCIANE GIAQUINI ANTONIETTI,02,Ativa,2005-11-03,1998-04-01,1998,5611201,Restaurantes e similares,,GETULIO VARGAS,70,CENTRO,89980000,8067,CAMPO ERE,SC,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02445444000166,02445444,Matriz,,ANTONIO GOMES DA SILVA FILHO LANCHONETE,02,Ativa,2005-11-03,1998-03-26,1998,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MISTER HULL,5660,ANTONIO BEZERRA,60356001,1389,FORTALEZA,CE,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
02446451000182,02446451,Matriz,,ROSA YOCHIKO DOTA TIBA ROTISSERIE,02,Ativa,2000-12-23,1998-03-26,1998,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,,VILLA LOBOS,78,JD. ALVORADA,06110080,6789,OSASCO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02446535000116,02446535,Matriz,FILE & CIA,BARBOZA RESTAURANTE LTDA,02,Ativa,2005-11-03,1998-03-27,1998,5611201,Restaurantes e similares,,EUCLIDES DA CUNHA,53,GRACA,41100655,3849,SALVADOR,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
