cnpj,cnpj_basico,matriz_filial,nome_fantasia,razao_social,situacao_cadastral,situacao,data_situacao,data_inicio,ano_inicio,cnae_principal,cnae_descricao,cnae_secundaria,logradouro,numero,bairro,cep,municipio_codigo,municipio,uf,motivo_situacao,natureza_juridica,natureza_juridica_desc,capital_social,porte_codigo,porte,mei,optante_simples
02103784000290,02103784,Filial,CANTINHO DOS AMIGOS RESTAURANTE E PIZZARIA LTDA,CANTINHO DOS AMIGOS RESTAURANTE E PIZZARIA LTDA,02,Ativa,2024-04-18,2024-04-18,2024,5611201,Restaurantes e similares,"1091102,4723700,4729601,4754701,4759899,4762800,4781400,4782201,4785701,4789001,5611203,5620102,5620104,8230001",JOSE DE ALENCAR,85,ITAGUA,11688642,7209,UBATUBA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"40000,00",03,Empresa de pequeno porte,Não MEI,Não
02103784000370,02103784,Filial,CANTINHO DOS AMIGOS RESTAURANTE E PIZZARIA LTDA,CANTINHO DOS AMIGOS RESTAURANTE E PIZZARIA LTDA,02,Ativa,2024-12-20,2024-12-20,2024,5611201,Restaurantes e similares,"1091102,4723700,4729601,4754701,4759899,4762800,4781400,4782201,4785701,4789001,5611203,5620102,5620104,8230001",NOSSA SENHORA DA PIEDADE,0,CARAPEBA,12170000,6947,REDENCAO DA SERRA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"40000,00",03,Empresa de pequeno porte,Não MEI,Não
02103864000164,02103864,Matriz,,CONVENIENCIA MINEIRA LTDA.,02,Ativa,2005-11-03,1997-08-21,1997,5611201,Restaurantes e similares,"4729602,5510801",MONTE SIAO,3.061,JARDIM DAS AMERICAS,13940000,6109,AGUAS DE LINDOIA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"105000,00",01,Microempresa,Não MEI,Sim
02103890000192,02103890,Matriz,,DEMELL - LANCHONETE E BOMBONIERE LTDA,02,Ativa,2005-11-03,1997-06-09,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,PARA,109,CAMPO GRANDE,11075410,7071,SANTOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",01,Microempresa,Não MEI,Sim
02104795000103,02104795,Matriz,,LARBET COM DE BEBIDAS E COMESTIVEIS LTDA,02,Ativa,2020-03-16,1997-08-18,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,URUGUAI,194 A,TIJUCA,20510060,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02105198000101,02105198,Matriz,PADARIA E ARMAZEM PAO DE MEL,CACILDO HONORATO SILVA & CIA LTDA,02,Ativa,2003-05-31,1997-09-02,1997,4721102,Padaria e confeitaria com predominância de revenda,,MARCELO GAMA,4297,NOEMIA,96503261,8559,CACHOEIRA DO SUL,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02105678000164,02105678,Matriz,REQUINTES PAES E DOCES,D.N.O.COMERCIO DE ALIMENTOS LTDA,02,Ativa,2003-04-18,1997-09-10,1997,4721102,Padaria e confeitaria com predominância de revenda,,ESPIRITO SANTO,688,CENTRO,85960000,7683,MARECHAL CANDIDO RONDON,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02106021000111,02106021,Matriz,,LEGAL PAES E DOCES LTDA,02,Ativa,2005-10-22,1997-09-17,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,RIO BONITO,342,PARI,03023000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02106103000166,02106103,Matriz,,CESAR FERREIRA MARTINS,02,Ativa,2005-11-03,1997-08-22,1997,4721102,Padaria e confeitaria com predominância de revenda,,EPAMINONDAS DE TOLEDO PIZZA,399,FLANDRIA,17580000,6901,POMPEIA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02106189000127,02106189,Matriz,DRIVE - IN LEAO DE OURO,LANCHES DRIVE THRU LEAO LTDA,02,Ativa,2005-08-27,1997-08-22,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SAO MIGUEL,5753,ERMELINO MATARAZZO,08070002,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"15000,00",01,Microempresa,Não MEI,Sim
02106198000118,02106198,Matriz,BAR E SORVETERIA DO MANE,MANOEL JULIO DA SILVA SERTAOZINHO,02,Ativa,2005-11-03,1997-08-25,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,EDMUNDO TEIXEIRA,775,JD PARAISO II,14166150,7135,SERTAOZINHO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02106254000114,02106254,Matriz,COSTELA & CIA,GILBERTO ANGELO CAVALLINI,02,Ativa,2001-03-10,1997-08-22,1997,5611201,Restaurantes e similares,,AMAZONAS,719,CAMPOS ELISEOS,14080270,6969,RIBEIRAO PRETO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02106283000186,02106283,Matriz,,CLAYTON APARECIDO DE OLIVEIRA FRANCA,02,Ativa,2005-11-03,1997-08-25,1997,5611201,Restaurantes e similares,,JOAO BATISTA PAULA SILVA,270,RECANTO ELIMAR,14403300,6425,FRANCA,SP,SEM MOTIVO,2135,Empresário (Individual),"50000,00",03,Empresa de pequeno porte,Não MEI,Sim
02106715000159,02106715,Matriz,,BALA LANCHONETE E MERCEARIA LTDA,02,Ativa,2005-06-24,1997-08-18,1997,4721102,Padaria e confeitaria com predominância de revenda,,1 DE MAIO,210,CENTRO,89121000,8289,RIO DOS CEDROS,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02106743000176,02106743,Matriz,SANTANA BAR,ROBERTO DE SANTANA SOUSA,02,Ativa,2000-12-23,1997-09-09,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,THOMAZ GONZAGA,230,PERNAMBUES,41100000,3849,SALVADOR,BA,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,Não MEI,Sim
02106958000197,02106958,Matriz,,ELEIL DE MATOS ALVES,02,Ativa,2005-11-03,1997-09-05,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,TV. RAMIRO NUNES,40,PONTALZINHO,45603060,3597,ITABUNA,BA,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02107143000122,02107143,Matriz,,LANCHONETE SANTOSTES LTDA,02,Ativa,2004-01-23,1997-09-09,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GETULIO VARGAS,301,CENTRO,36010110,4733,JUIZ DE FORA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"16000,00",01,Microempresa,Não MEI,Sim
02107243000159,02107243,Matriz,,CHURRASCARIA E LANCHONETE GAUCHAO DE GUARATINGUETA LTDA,02,Ativa,2005-11-03,1997-06-26,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO PESSOA,1339,PEDREGULHO,12515010,6469,GUARATINGUETA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02107253000194,02107253,Matriz,,JOAO PAULO ALVES,02,Ativa,2024-01-03,1997-09-11,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAQUIM M. CRUZ,1525,SAO CRISTOVAO,37400000,4217,CAMPANHA,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02107857000130,02107857,Matriz,BAR VELHO CASARAO,PAULO CAMPAGNARO,02,Ativa,2000-12-30,1997-09-04,1997,5611205,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","5611203,8230002",MICHELLE SIMONETTI,1065,SAO MIGUEL,89580000,8107,FRAIBURGO,SC,SEM MOTIVO,2135,Empresário (Individual),"3000,00",01,Microempresa,Não MEI,Sim
02108071000138,02108071,Matriz,LE GARROT GRILLE,LAINO GRELHADOS COMERCIO ALIMENTACAO LTDA,02,Ativa,2005-11-03,1997-09-17,1997,5611201,Restaurantes e similares,5611204,MINISTRO GERALDO BARRETO SOBRAL,215,JARDINS,49026900,3105,ARACAJU,SE,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02108163000118,02108163,Matriz,,PAULO INACIO BERWANGER,02,Ativa,2005-11-03,1997-09-05,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,HENRIQUE LAUERMANN,930,CENTRO,95785000,8403,HARMONIA,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
02108167000104,02108167,Matriz,RESTAURANTE ADEGA DA MOURARIA,C T DE HOLANDA  LTDA,02,Ativa,2005-11-03,1997-08-26,1997,5611201,Restaurantes e similares,"1091102,4712100,5611203,5620104",ALCIDES SA,36,CENTRO,57240024,2871,SAO MIGUEL DOS CAMPOS,AL,SEM MOTIVO,2062,Sociedade Empresária Limitada,"150000,00",01,Microempresa,Não MEI,Sim
02108295000140,02108295,Matriz,,BAR E LANCHONETE XODO DA PRINCESINHA LTDA,02,Ativa,2004-10-09,1997-09-02,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CAROLINA MEIER,77,MEIER,20780000,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02108400000140,02108400,Matriz,ESQUINAO LANCHES,SERGIO SCHMIDT LANCHERIA,02,Ativa,2005-11-03,1997-09-03,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CASTRO ALVES,1865,CONCORDIA,93900000,8717,IVOTI,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02108598000162,02108598,Matriz,,SUZUKI RESTAURANTE LTDA,02,Ativa,2005-11-03,1997-09-15,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,HENRIQUE VERA NASCIMENTO LJ 107,240,LAGOA DA CONCEICAO,88062010,8105,FLORIANOPOLIS,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Sim
02108638000176,02108638,Matriz,BAR E MERCEARIA SANTA RITA,ELIANA APARECIDA TOLEDO,02,Ativa,2005-11-03,1997-09-11,1997,5611201,Restaurantes e similares,"5611203,5611204",UMBERTO CARLOS VILLA,481,JARDIM IPE,37704208,5035,POCOS DE CALDAS,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02108664000102,02108664,Matriz,BAR LANCHES SENADINHO,M I B DE ASSIS & CIA LTDA,02,Ativa,2005-10-07,1997-09-17,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BRASIL,1301,CENTRO,87240000,7917,TERRA BOA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"3000,00",01,Microempresa,Não MEI,Sim
02109022000209,02109022,Filial,,MINI MAX DE TERESOPOLIS LANCHONETE LTDA,02,Ativa,2005-11-03,1997-10-20,1997,4721102,Padaria e confeitaria com predominância de revenda,,TERESOPOLIS FRIBURGO,S/N,ALBUQUERQUE,25964390,5915,TERESOPOLIS,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"15000,00",01,Microempresa,Não MEI,Sim
02109639000135,02109639,Matriz,REDE YARAS,CAMARGOS & SOUSA LTDA,02,Ativa,2001-03-26,1997-08-29,1997,4721102,Padaria e confeitaria com predominância de revenda,"1091102,4723700,5611201,5611203",CONEGO ANTONIO CARLOS,08,CENTRO,36330000,4393,CORONEL XAVIER CHAVES,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
02109823000185,02109823,Matriz,,MAXIMO S RESTAURANTE LTDA,02,Ativa,2005-11-03,1997-09-01,1997,5611201,Restaurantes e similares,,GENERAL FELIPE PORTINHO,1216,CENTRO,98005050,8619,CRUZ ALTA,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02109885000197,02109885,Matriz,COZINHA ITALIANA,EDSEL POLACHI,02,Ativa,2004-03-26,1997-08-22,1997,5611201,Restaurantes e similares,"5620101,5620102",DR TEIXEIRA DE BARROS,523,VILA PRADO,13574033,7079,SAO CARLOS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02109945000171,02109945,Matriz,,PASTELARIA GAROTA DO CADEG LTDA,02,Ativa,2005-11-03,1997-08-26,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CAPITAO FELIX,110,BENFICA,20920310,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02110052000146,02110052,Matriz,GULA GELADA,JF & JR ALIMENTOS LTDA,02,Ativa,2003-12-20,1997-09-18,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SCS QD 07 BLOCO A LOJA 3P 3 PAVIMENTO PARTE,S/N,ASA SUL,70307902,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"15000,00",01,Microempresa,Não MEI,Não
02110172000143,02110172,Matriz,,JOSE GERALDO DE OLIVEIRA,02,Ativa,2005-06-04,1997-08-14,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PITANGUI,277,NOSSA S. DE FATIMA,34600450,5133,SABARA,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02110509000112,02110509,Matriz,,OSCARINE JOSY CARDOSO DOS SANTOS RESTAURANTE,02,Ativa,2005-11-03,1997-02-20,1997,5611201,Restaurantes e similares,"5510801,5590699,5620102",PROFESSOR CAXIAS,161,CENTRO,65280000,0749,CANDIDO MENDES,MA,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02110618000130,02110618,Matriz,,02.110.618 FRANCISCO EDISON DA SILVA,02,Ativa,2003-02-22,1997-09-18,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4723700,PAULO LEITE,290,LIBERDADE,58703130,2117,PATOS,PB,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
02110775000226,02110775,Filial,,SUPERMERCADO ULTRA TOP LTDA.,02,Ativa,2026-05-15,1997-12-03,1997,4721102,Padaria e confeitaria com predominância de revenda,,HENRI FORD,205,TIJUCA,20520150,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",05,Demais,Não MEI,Não
02111074000120,02111074,Matriz,DAS ARABIAS,ESTACAO ARABIA FOOD RESTAURANTE LTDA,02,Ativa,2004-04-09,1997-09-09,1997,5611201,Restaurantes e similares,5611203,SETE DE SETEMBRO,2775,REBOUCAS,80230010,7535,CURITIBA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",03,Empresa de pequeno porte,Não MEI,Sim
02111223000151,02111223,Matriz,FRUTASSUL - CONVENIENCIA,CIDERCLEIA DOS SANTOS,02,Ativa,2005-11-03,1997-09-05,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",4723700,RUI BARBOSA,1432,CENTRO,79935000,9813,SETE QUEDAS,MS,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
02111324000122,02111324,Matriz,,AMELIA DA CONCEICAO MOTA PEREIRA,02,Ativa,2005-11-03,1997-09-15,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,17 DE JULHO,226,ATERRADO,27211130,5925,VOLTA REDONDA,RJ,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02111401000144,02111401,Matriz,PANIFICADORA E CONF. SAGRADO CORACAO DE JESUS E MARIA,IDAIR COLATO,02,Ativa,2001-03-31,1997-08-27,1997,4721102,Padaria e confeitaria com predominância de revenda,"1091101,4712100,4721103,4722901,4723700",SANTOS DUMONT,330,CENTRO,17720000,7003,SALMOURAO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02111522000196,02111522,Matriz,,GILSON ANTONIO BOFF 73647055972,02,Ativa,2005-08-13,1997-09-04,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,GENERAL OSORIO,417,ESTRELA,89900000,8339,SAO MIGUEL DO OESTE,SC,SEM MOTIVO,2135,Empresário (Individual),"1,00",01,Microempresa,MEI,Sim
02111636000136,02111636,Matriz,,EVA MARIA ERTHAL NARCISO,02,Ativa,2022-01-08,1997-09-08,1997,4721102,Padaria e confeitaria com predominância de revenda,"5620104,1094500",JOSE PEDROSO VELHO,502,DISTRITO INDUSTRIAL,95680000,8585,CANELA,RS,SEM MOTIVO,2135,Empresário (Individual),"500,00",01,Microempresa,MEI,Sim
02111860000128,02111860,Matriz,LANCHES WILLIAN'S,JOAO SERAFIM LEITE MARILIA,02,Ativa,2005-01-08,1997-08-27,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO RAMALHO,1299,PARQUE SAO JORGE,17520240,6681,MARILIA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02111972000189,02111972,Matriz,BAR VERDAO,F. L. DE FRANCA MARQUES,02,Ativa,2005-11-03,1997-08-27,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,DINO BUENO,189,CENTRO,12580000,6987,ROSEIRA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02112026000157,02112026,Matriz,,M. P. DE SOUZA - LANCHES,02,Ativa,2010-05-15,1997-09-18,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GOIAS,723-A,CENTRO,87200001,7505,CIANORTE,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02112090000138,02112090,Matriz,POUSADA E RESTAURANTE R R BRANDAO,ELENICE DA SILVA CRUZ,02,Ativa,2005-11-03,1997-08-14,1997,5611201,Restaurantes e similares,"5590699,5620101,5620104",RIO MADEIRA,60,CENTRO,69415000,9835,IRANDUBA,AM,SEM MOTIVO,2135,Empresário (Individual),"0,00",05,Demais,Não MEI,Não
02112318000190,02112318,Matriz,PAO PRACA & CIA,MARIO A CARRASCO LTDA,02,Ativa,2005-03-12,1997-09-10,1997,4721102,Padaria e confeitaria com predominância de revenda,"4721104,4721103,4712100,1091102,5611203",FELIPE FERREIRA MENDES,100,CENTRO,78390000,9033,BARRA DO BUGRES,MT,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Sim
02112336000171,02112336,Matriz,,T & T RESTAURANTE E LANCHONETE LTDA,02,Ativa,2004-10-02,1997-08-26,1997,5611201,Restaurantes e similares,5611203,POMPEU CONTI,3195,CUBAS,13960000,7143,SOCORRO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02112477000194,02112477,Matriz,,CRISTALULY COMERCIO DE ALIMENTOS LTDA,02,Ativa,2004-12-11,1997-09-10,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,AYRTON SENNA,3000,BARRA DA TIJUCA,22775002,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"250000,00",05,Demais,Não MEI,Sim
02112781000131,02112781,Matriz,,02.112.781 REGINA RUMI UMEHARA SUNG,02,Ativa,2005-11-03,1997-08-26,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DOUTOR LUCIO MALTA,295,CENTRO,12327000,6589,JACAREI,SP,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,MEI,Sim
02113417000196,02113417,Matriz,BAR ROBIM,MARCILIO ROBIM LTDA,02,Ativa,2005-11-03,1997-08-28,1997,5611201,Restaurantes e similares,"5611204,5611203",FAUZI KASSIM,1455,VILA MUNICIPAL,15371262,6849,PEREIRA BARRETO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02113497000180,02113497,Matriz,GRILLER CHURRASCARIA E CONVENIENCIA,CHURRASCARIA MONTE SINAI LTDA,02,Ativa,2005-02-26,1997-08-27,1997,5611201,Restaurantes e similares,"4729602,5611203",SP 340,S/N,ZONA RURAL,13700000,6317,CASA BRANCA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",03,Empresa de pequeno porte,Não MEI,Sim
02113659000180,02113659,Matriz,BAR E MERCEARIA SAO DOMINGOS,J DOMINGOS FILHO,02,Ativa,2005-11-03,1997-08-28,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4712100,PROF.ARLINDO SILVESTRE,70,PQ V.D'ANDREA2,13480021,6639,LIMEIRA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02113661000159,02113661,Matriz,,02.113.661 MARIZA FERREIRA VIANA GUSMAO,02,Ativa,2005-10-07,1997-09-12,1997,5611201,Restaurantes e similares,,LANDULFO ALVES,1,CENTRO,45140000,3617,ITAMBE,BA,SEM MOTIVO,2135,Empresário (Individual),"30000,00",01,Microempresa,MEI,Sim
02113693000154,02113693,Matriz,RINCAO GAUCHO,SPAGNOL RESTAURANTE LTDA,02,Ativa,2005-11-03,1997-09-12,1997,5611201,Restaurantes e similares,,FRANCISCO BATISTA,12,CENTRO,48010120,3313,ALAGOINHAS,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"95000,00",03,Empresa de pequeno porte,Não MEI,Sim
02113759000106,02113759,Matriz,ESTACAO PINHEIROS,ROTISSERIE E LANCHONETE NAVARRO E QUARTAROLI LTDA,02,Ativa,2002-11-23,1997-09-19,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PADRE CARVALHO,171,PINHEIROS,05427100,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
02114156000129,02114156,Matriz,BAR DO CARLINHOS,CARLOS ALBERTO DO NASCIMENTO CASTILHO,02,Ativa,2005-11-03,1997-08-28,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,AVENIDA DR GETULIO VARGAS,350,CENTRO,16920000,6321,CASTILHO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02114226000149,02114226,Matriz,,S C PIZZARIA LTDA,02,Ativa,2005-11-03,1997-08-25,1997,5611201,Restaurantes e similares,5620104,AMARO VELHO,55,JD VERGUEIRO,05818230,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"15000,00",01,Microempresa,Não MEI,Sim
02114311000107,02114311,Matriz,PANIFICADORA TRES CORACOES,ELIZABETE F DA S FREITAS LTDA,02,Ativa,2005-11-03,1997-08-28,1997,4721102,Padaria e confeitaria com predominância de revenda,"4711302,4721103,4721104,4723700,4744099,4763601,4781400,4782201,4782202,4789001,5611203",TRES CORACOES,581,SANTO ANTONIO,65300601,0957,SANTA INES,MA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",01,Microempresa,Não MEI,Sim
02114589000184,02114589,Matriz,,PANIFICADORA E CONFEITARIA PARQUE DEZ LTDA,02,Ativa,2005-11-03,1997-09-11,1997,4721102,Padaria e confeitaria com predominância de revenda,4712100,EDNALDO BARBOSA,207,PARQUE 10 DE NOVEMBRO,69055290,0255,MANAUS,AM,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Sim
02114778000157,02114778,Matriz,MACINI,MACINI LANCHES LTDA,02,Ativa,2004-07-10,1997-09-19,1997,5611201,Restaurantes e similares,,FELICIO BARUTTI,242,CIDADE INTERCAP,06757000,7157,TABOAO DA SERRA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
02114972000132,02114972,Matriz,ALTERNATIVA,C. F. COSTA MARCELINO LTDA,02,Ativa,2005-11-03,1997-09-10,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","4721104,4729602,4729699",TEREZINHA ABREU VITA,88,BIBLIA,68560000,0533,SANTANA DO ARAGUAIA,PA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"150000,00",03,Empresa de pequeno porte,Não MEI,Sim
02115317000107,02115317,Matriz,,PASTELARIA CARMAN LTDA,02,Ativa,2005-08-27,1997-09-11,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DR MURICY,447,CENTRO,80010120,7535,CURITIBA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02115328000189,02115328,Matriz,,PORCELANA BALL SOCIETY LTDA,02,Ativa,2005-11-03,1997-09-02,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","9311500,9313100",DR JOAO RODRIGUES DE ABREU,546,PERUS,05202090,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02115542000135,02115542,Matriz,PIERRE BAR E LANCHES,PIERRE BAR E RESTAURANTE DE MARILIA LTDA,02,Ativa,2000-12-23,1997-09-02,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ANTONIETA ALTENFELDER,2515,SANTA ANTONIETA,17512130,6681,MARILIA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02115589000107,02115589,Matriz,,LANCHONETE GUAXUPE LTDA,02,Ativa,2005-11-03,1997-09-01,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GAL ASDRUBAL DA CUNHA,11,JD ARPOADOR,05565000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02115776000182,02115776,Matriz,,JANE ELISA TRENNEPOHL LANDMEIER,02,Ativa,2005-11-03,1997-09-17,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,LINHA AHARMONIA,SN,TEUTONIA,95890000,9821,TEUTONIA,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02115825000187,02115825,Matriz,,LA BOHEME CAFE LTDA,02,Ativa,2005-11-03,1997-09-15,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611204,1091102,5611201",LAURO LINHARES,1903,TRINADE,88036002,8105,FLORIANOPOLIS,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Não
02115868000162,02115868,Matriz,FRANCA POINT,FRANCA POINT COMESTIVEIS LTDA,02,Ativa,2004-02-14,1997-09-01,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","4763601,4729602,4789001",DR ISMAEL ALONSO Y ALONSO,939,CENTRO,14400770,6425,FRANCA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",05,Demais,Não MEI,Não
02116013000156,02116013,Matriz,,ADAO ALVES DA SILVEIRA,02,Ativa,2023-03-08,1997-08-29,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DORINATO LIMA,616,LOURDES,35680190,4675,ITAUNA,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
